ID	collection_date	location
M-5426	2023-07-18	VNM
M-5427	2023-07-14	VNM
M-5428	2023-07-18	VNM
M-5429	2023-07-15	VNM
M-5430	2023-07-19	VNM
M-5431	2023-07-20	VNM
M-5432	2023-07-25	VNM
M-5433	2023-07-23	THA
M-5434	2023-07-14	VNM
M-5435	2023-07-18	VNM
M-5436	2023-07-19	VNM
M-5437	2023-07-14	VNM
M-5438	2023-07-19	VNM
M-5439	2023-07-20	CHN
M-5440	2023-07-19	VNM
M-5441	2023-07-25	LAO
M-5442	2023-07-19	VNM
M-5443	2023-07-19	VNM
M-5444	2023-07-17	CHN
M-5445	2023-07-14	CHN
M-5446	2023-07-23	THA
M-5447	2023-07-19	VNM
M-5448	2023-07-19	VNM
M-5449	2023-07-25	VNM
H-1694	2023-07-25	KHM
H-1695	2023-07-25	VNM
H-1696	2023-07-25	VNM
H-1697	2023-07-25	VNM
H-1698	2023-07-25	VNM
H-1699	2023-07-25	THA
H-1700	2023-07-25	CHN
H-1701	2023-07-25	CHN
H-1702	2023-07-25	VNM
H-1703	2023-07-25	VNM
H-1704	2023-07-25	VNM
H-1705	2023-07-25	CHN
H-1706	2023-07-25	VNM
H-1707	2023-07-25	KHM
H-1708	2023-07-25	VNM
H-1709	2023-07-25	VNM
H-1710	2023-07-25	VNM
H-1711	2023-07-25	KHM
H-1712	2023-07-25	VNM
H-1713	2023-07-25	VNM
H-1714	2023-07-25	VNM
H-1715	2023-07-25	VNM
H-1716	2023-07-25	CHN
H-1717	2023-07-25	VNM
H-1718	2023-07-25	VNM
H-1719	2023-07-25	VNM
H-1720	2023-07-25	VNM
H-1721	2023-07-25	VNM
H-1722	2023-07-25	VNM
H-1723	2023-07-25	VNM
H-1724	2023-07-25	VNM
H-1725	2023-07-25	VNM
H-1726	2023-07-25	VNM
H-1727	2023-07-25	KHM
H-1728	2023-07-25	KHM
H-1729	2023-07-25	VNM
H-1730	2023-07-25	KHM
H-1731	2023-07-25	CHN
H-1732	2023-07-25	KHM
H-1733	2023-07-25	VNM
H-1734	2023-07-25	CHN
H-1735	2023-07-25	KHM
H-1736	2023-07-25	VNM
H-1737	2023-07-25	VNM
H-1738	2023-07-25	VNM
H-1739	2023-07-25	CHN
H-1740	2023-07-25	KHM
H-1741	2023-07-25	VNM
H-1742	2023-07-25	KHM
H-1743	2023-07-25	VNM
H-1744	2023-07-25	VNM
H-1745	2023-07-25	VNM
H-1746	2023-07-25	VNM
H-1747	2023-07-25	VNM
H-1748	2023-07-25	KHM
H-1749	2023-07-25	KHM
H-1750	2023-07-25	VNM
H-1751	2023-07-25	VNM
H-1752	2023-07-25	KHM
H-1753	2023-07-25	VNM
H-1754	2023-07-25	VNM
H-1755	2023-07-25	KHM
H-1756	2023-07-25	VNM
H-1757	2023-07-25	KHM
H-1758	2023-07-25	CHN
H-1759	2023-07-25	VNM
H-1760	2023-07-25	CHN
H-1761	2023-07-25	VNM
H-1762	2023-07-25	KHM
H-1763	2023-07-25	KHM
H-1764	2023-07-25	VNM
H-1765	2023-07-25	VNM
H-1766	2023-07-25	VNM
H-1767	2023-07-25	VNM
H-1768	2023-07-25	VNM
H-1769	2023-07-25	KHM
H-1770	2023-07-25	KHM
H-1771	2023-07-25	KHM
H-1772	2023-07-25	VNM
H-1773	2023-07-25	VNM
H-1774	2023-07-25	VNM
H-1775	2023-07-25	KHM
H-1776	2023-07-25	VNM
H-1777	2023-07-25	THA
H-1778	2023-07-25	VNM
H-1779	2023-07-25	VNM
H-1780	2023-07-25	VNM
H-1781	2023-07-25	VNM
H-1782	2023-07-25	KHM
H-1783	2023-07-25	CHN
H-1784	2023-07-25	THA
H-1785	2023-07-25	VNM
H-1786	2023-07-25	VNM
H-1787	2023-07-25	VNM
H-1788	2023-07-25	VNM
H-1789	2023-07-25	VNM
H-1790	2023-07-25	KHM
H-1791	2023-07-25	VNM
H-1792	2023-07-25	VNM
H-1793	2023-07-25	VNM
H-1794	2023-07-25	VNM
H-1795	2023-07-25	VNM
H-1796	2023-07-25	KHM
H-1797	2023-07-25	VNM
H-1798	2023-07-25	VNM
H-1799	2023-07-25	VNM
H-1800	2023-07-25	KHM
H-1801	2023-07-25	VNM
H-1802	2023-07-25	KHM
H-1803	2023-07-25	VNM
H-1804	2023-07-25	VNM
H-1805	2023-07-25	KHM
H-1806	2023-07-25	VNM
H-1807	2023-07-25	KHM
H-1808	2023-07-25	VNM
H-1809	2023-07-25	VNM
H-1810	2023-07-25	VNM
H-1811	2023-07-25	KHM
H-1812	2023-07-25	VNM
H-1813	2023-07-25	VNM
H-1814	2023-07-25	VNM
H-1815	2023-07-25	VNM
H-1816	2023-07-25	VNM
H-1817	2023-07-25	KHM
H-1818	2023-07-25	KHM
H-1819	2023-07-25	KHM
H-1820	2023-07-25	VNM
H-1821	2023-07-25	KHM
H-1822	2023-07-25	VNM
H-1823	2023-07-25	VNM
H-1824	2023-07-25	THA
H-1825	2023-07-25	KHM
H-1826	2023-07-25	VNM
H-1827	2023-07-25	KHM
H-1828	2023-07-25	VNM
H-1829	2023-07-25	VNM
H-1830	2023-07-25	VNM
H-1831	2023-07-25	VNM
H-1832	2023-07-25	VNM
H-1833	2023-07-25	VNM
H-1834	2023-07-25	VNM
H-1835	2023-07-25	VNM
H-1836	2023-07-25	VNM
H-1837	2023-07-25	VNM
H-1838	2023-07-25	VNM
H-1839	2023-07-25	VNM
H-1840	2023-07-25	VNM
H-1841	2023-07-25	THA
H-1842	2023-07-25	VNM
H-1843	2023-07-25	VNM
H-1844	2023-07-25	VNM
H-1845	2023-07-25	VNM
H-1846	2023-07-25	VNM
H-1847	2023-07-25	VNM
H-1848	2023-07-25	VNM
H-1849	2023-07-25	VNM
H-1850	2023-07-25	VNM
H-1851	2023-07-25	KHM
H-1852	2023-07-25	VNM
H-1853	2023-07-25	KHM
H-1854	2023-07-25	KHM
H-1855	2023-07-25	VNM
H-1856	2023-07-25	KHM
H-1857	2023-07-25	VNM
M-5450	2023-07-15	CHN
M-5451	2023-07-25	KHM
M-5452	2023-07-15	THA
M-5453	2023-07-15	KHM
M-5454	2023-07-25	VNM
M-5455	2023-07-18	KHM
M-5456	2023-07-18	VNM
M-5457	2023-07-15	VNM
M-5458	2023-07-19	VNM
M-5459	2023-07-15	KHM
M-5460	2023-07-25	VNM
M-5461	2023-07-25	VNM
M-5462	2023-07-25	LAO
M-5463	2023-07-21	VNM
M-5464	2023-07-15	VNM
M-5465	2023-07-25	KHM
M-5466	2023-07-15	KHM
M-5467	2023-07-20	KHM
M-5468	2023-07-25	KHM
M-5469	2023-07-23	KHM
M-5470	2023-07-25	VNM
M-5471	2023-07-17	VNM
M-5472	2023-07-15	VNM
M-5473	2023-07-18	VNM
M-5474	2023-07-17	VNM
M-5475	2023-07-19	KHM
M-5476	2023-07-25	KHM
M-5477	2023-07-25	CHN
M-5478	2023-07-25	VNM
M-5479	2023-07-25	VNM
M-5480	2023-07-23	KHM
M-5481	2023-07-17	VNM
M-5482	2023-07-15	CHN
M-5483	2023-07-15	KHM
M-5484	2023-07-18	KHM
M-5485	2023-07-17	KHM
M-5486	2023-07-17	KHM
M-5487	2023-07-23	KHM
M-5488	2023-07-19	VNM
M-5489	2023-07-20	VNM
M-5490	2023-07-25	VNM
M-5491	2023-07-25	VNM
M-5492	2023-07-25	VNM
M-5493	2023-07-18	VNM
M-5494	2023-07-19	KHM
M-5495	2023-07-25	VNM
M-5496	2023-07-25	VNM
M-5497	2023-07-19	VNM
M-5498	2023-07-19	VNM
M-5499	2023-07-17	VNM
M-5500	2023-07-20	VNM
M-5501	2023-07-15	VNM
M-5502	2023-07-19	VNM
M-5503	2023-07-15	KHM
M-5504	2023-07-18	VNM
M-5505	2023-07-19	VNM
M-5506	2023-07-18	VNM
M-5507	2023-07-17	VNM
M-5508	2023-07-19	KHM
M-5509	2023-07-18	VNM
M-5510	2023-07-18	VNM
M-5511	2023-07-15	LAO
M-5512	2023-07-17	LAO
M-5513	2023-07-25	VNM
M-5514	2023-07-21	VNM
M-5515	2023-07-20	VNM
M-5516	2023-07-23	VNM
M-5517	2023-07-25	KHM
M-5518	2023-07-25	VNM
M-5519	2023-07-17	KHM
M-5520	2023-07-25	KHM
M-5521	2023-07-17	KHM
M-5522	2023-07-17	THA
M-5523	2023-07-25	VNM
M-5524	2023-07-15	VNM
M-5525	2023-07-21	VNM
M-5526	2023-07-25	VNM
M-5527	2023-07-17	VNM
M-5528	2023-07-25	VNM
M-5529	2023-07-25	VNM
M-5530	2023-07-21	KHM
M-5531	2023-07-18	KHM
M-5532	2023-07-23	KHM
M-5533	2023-07-25	THA
M-5534	2023-07-17	VNM
M-5535	2023-07-19	KHM
M-5536	2023-07-20	KHM
M-5537	2023-07-18	KHM
M-5538	2023-07-25	KHM
M-5539	2023-07-20	KHM
M-5540	2023-07-23	THA
M-5541	2023-07-20	THA
M-5542	2023-07-18	VNM
M-5543	2023-07-20	KHM
M-5544	2023-07-15	VNM
M-5545	2023-07-20	VNM
M-5546	2023-07-25	VNM
M-5547	2023-07-19	VNM
M-5548	2023-07-25	THA
M-5549	2023-07-17	THA
M-5550	2023-07-18	THA
M-5551	2023-07-15	VNM
M-5552	2023-07-19	VNM
M-5553	2023-07-15	VNM
M-5554	2023-07-23	VNM
M-5555	2023-07-24	KHM
M-5556	2023-07-19	KHM
M-5557	2023-07-25	VNM
M-5558	2023-07-17	VNM
M-5559	2023-07-18	VNM
M-5560	2023-07-25	VNM
M-5561	2023-07-18	VNM
M-5562	2023-07-21	VNM
M-5563	2023-07-25	VNM
M-5564	2023-07-25	VNM
M-5565	2023-07-15	KHM
M-5566	2023-07-25	VNM
M-5567	2023-07-25	VNM
M-5568	2023-07-25	VNM
M-5569	2023-07-25	VNM
M-5570	2023-07-19	VNM
M-5571	2023-07-17	KHM
M-5572	2023-07-25	VNM
M-5573	2023-07-25	VNM
M-5574	2023-07-19	VNM
M-5575	2023-07-25	VNM
M-5576	2023-07-17	VNM
M-5577	2023-07-15	VNM
M-5578	2023-07-15	VNM
M-5579	2023-07-19	VNM
M-5580	2023-07-18	VNM
M-5581	2023-07-18	KHM
M-5582	2023-07-25	VNM
M-5583	2023-07-25	VNM
M-5584	2023-07-20	VNM
M-5585	2023-07-25	VNM
M-5586	2023-07-20	VNM
M-5587	2023-07-19	VNM
M-5588	2023-07-17	VNM
M-5589	2023-07-17	THA
M-5590	2023-07-18	VNM
M-5591	2023-07-19	VNM
M-5592	2023-07-15	VNM
M-5593	2023-07-25	VNM
M-5594	2023-07-18	KHM
M-5595	2023-07-25	VNM
M-5596	2023-07-25	CHN
M-5597	2023-07-19	VNM
M-5598	2023-07-25	VNM
M-5599	2023-07-19	VNM
M-5600	2023-07-19	VNM
M-5601	2023-07-17	VNM
M-5602	2023-07-21	KHM
M-5603	2023-07-19	VNM
M-5604	2023-07-25	KHM
M-5605	2023-07-18	KHM
M-5606	2023-07-23	KHM
M-5607	2023-07-25	KHM
M-5608	2023-07-18	KHM
M-5609	2023-07-19	VNM
M-5610	2023-07-25	VNM
M-5611	2023-07-15	VNM
M-5612	2023-07-19	KHM
M-5613	2023-07-25	VNM
M-5614	2023-07-25	KHM
M-5615	2023-07-23	KHM
M-5616	2023-07-18	KHM
M-5617	2023-07-17	KHM
M-5618	2023-07-19	LAO
M-5619	2023-07-15	VNM
M-5620	2023-07-21	VNM
M-5621	2023-07-20	VNM
M-5622	2023-07-19	KHM
M-5623	2023-07-18	KHM
M-5624	2023-07-25	VNM
M-5625	2023-07-25	VNM
M-5626	2023-07-18	VNM
M-5627	2023-07-19	KHM
M-5628	2023-07-21	VNM
M-5629	2023-07-25	VNM
M-5630	2023-07-24	VNM
M-5631	2023-07-20	VNM
M-5632	2023-07-25	VNM
M-5633	2023-07-25	THA
M-5634	2023-07-25	VNM
M-5635	2023-07-19	VNM
M-5636	2023-07-20	VNM
M-5637	2023-07-15	KHM
M-5638	2023-07-15	VNM
M-5639	2023-07-25	VNM
M-5640	2023-07-18	VNM
M-5641	2023-07-19	KHM
M-5642	2023-07-19	VNM
M-5643	2023-07-20	THA
M-5644	2023-07-21	VNM
M-5645	2023-07-15	KHM
M-5646	2023-07-20	VNM
M-5647	2023-07-15	KHM
M-5648	2023-07-25	KHM
M-5649	2023-07-15	KHM
M-5650	2023-07-25	VNM
M-5651	2023-07-17	VNM
M-5652	2023-07-19	VNM
M-5653	2023-07-17	VNM
M-5654	2023-07-25	KHM
M-5655	2023-07-19	KHM
M-5656	2023-07-18	VNM
M-5657	2023-07-17	VNM
M-5658	2023-07-18	VNM
M-5659	2023-07-18	VNM
M-5660	2023-07-15	VNM
M-5661	2023-07-21	VNM
M-5662	2023-07-20	KHM
M-5663	2023-07-17	KHM
M-5664	2023-07-25	CHN
M-5665	2023-07-19	VNM
M-5666	2023-07-25	VNM
M-5667	2023-07-18	KHM
M-5668	2023-07-25	VNM
M-5669	2023-07-25	KHM
M-5670	2023-07-25	KHM
M-5671	2023-07-17	VNM
M-5672	2023-07-25	VNM
M-5673	2023-07-17	CHN
M-5674	2023-07-25	VNM
M-5675	2023-07-19	VNM
M-5676	2023-07-19	VNM
M-5677	2023-07-15	CHN
M-5678	2023-07-24	VNM
M-5679	2023-07-25	KHM
M-5680	2023-07-15	KHM
M-5681	2023-07-23	KHM
M-5682	2023-07-17	KHM
M-5683	2023-07-17	KHM
M-5684	2023-07-25	KHM
M-5685	2023-07-25	VNM
M-5686	2023-07-25	KHM
M-5687	2023-07-19	CHN
M-5688	2023-07-23	VNM
M-5689	2023-07-21	VNM
M-5690	2023-07-18	VNM
M-5691	2023-07-19	VNM
M-5692	2023-07-15	KHM
M-5693	2023-07-20	VNM
M-5694	2023-07-18	VNM
M-5695	2023-07-25	KHM
M-5696	2023-07-17	VNM
M-5697	2023-07-20	KHM
M-5698	2023-07-21	VNM
M-5699	2023-07-20	VNM
M-5700	2023-07-17	VNM
M-5701	2023-07-24	CHN
M-5702	2023-07-18	VNM
M-5703	2023-07-25	KHM
M-5704	2023-07-20	KHM
M-5705	2023-07-25	KHM
M-5706	2023-07-15	KHM
M-5707	2023-07-25	VNM
M-5708	2023-07-24	THA
M-5709	2023-07-15	KHM
M-5710	2023-07-15	VNM
M-5711	2023-07-18	VNM
M-5712	2023-07-19	VNM
M-5713	2023-07-23	VNM
M-5714	2023-07-17	VNM
M-5715	2023-07-19	VNM
M-5716	2023-07-19	VNM
M-5717	2023-07-25	VNM
M-5718	2023-07-15	VNM
M-5719	2023-07-20	VNM
M-5720	2023-07-25	KHM
M-5721	2023-07-15	KHM
M-5722	2023-07-15	CHN
M-5723	2023-07-19	VNM
M-5724	2023-07-21	VNM
M-5725	2023-07-18	VNM
M-5726	2023-07-25	VNM
M-5727	2023-07-20	KHM
M-5728	2023-07-19	KHM
M-5729	2023-07-19	KHM
M-5730	2023-07-15	VNM
M-5731	2023-07-19	VNM
M-5732	2023-07-25	VNM
M-5733	2023-07-25	VNM
M-5734	2023-07-25	VNM
M-5735	2023-07-15	VNM
M-5736	2023-07-21	THA
M-5737	2023-07-23	VNM
M-5738	2023-07-25	VNM
M-5739	2023-07-19	VNM
M-5740	2023-07-18	VNM
M-5741	2023-07-25	VNM
M-5742	2023-07-17	VNM
M-5743	2023-07-20	VNM
M-5744	2023-07-21	VNM
M-5745	2023-07-25	KHM
M-5746	2023-07-20	VNM
M-5747	2023-07-19	VNM
M-5748	2023-07-25	KHM
M-5749	2023-07-15	KHM
M-5750	2023-07-19	VNM
M-5751	2023-07-19	THA
M-5752	2023-07-17	THA
M-5753	2023-07-21	VNM
M-5754	2023-07-18	KHM
M-5755	2023-07-17	KHM
M-5756	2023-07-17	VNM
M-5757	2023-07-19	VNM
M-5758	2023-07-15	VNM
M-5759	2023-07-19	VNM
M-5760	2023-07-17	VNM
M-5761	2023-07-25	KHM
M-5762	2023-07-17	VNM
M-5763	2023-07-15	VNM
M-5764	2023-07-17	KHM
M-5765	2023-07-25	KHM
M-5766	2023-07-20	KHM
M-5767	2023-07-17	KHM
M-5768	2023-07-24	VNM
M-5769	2023-07-19	KHM
M-5770	2023-07-15	KHM
M-5771	2023-07-21	VNM
M-5772	2023-07-25	VNM
M-5773	2023-07-17	KHM
M-5774	2023-07-23	KHM
M-5775	2023-07-25	KHM
M-5776	2023-07-25	VNM
M-5777	2023-07-18	VNM
M-5778	2023-07-18	KHM
M-5779	2023-07-17	KHM
M-5780	2023-07-25	VNM
M-5781	2023-07-19	VNM
M-5782	2023-07-25	VNM
M-5783	2023-07-19	THA
M-5784	2023-07-19	VNM
M-5785	2023-07-15	VNM
M-5786	2023-07-19	KHM
M-5787	2023-07-18	VNM
M-5788	2023-07-15	VNM
M-5789	2023-07-25	VNM
M-5790	2023-07-15	THA
M-5791	2023-07-20	THA
M-5792	2023-07-25	VNM
M-5793	2023-07-25	VNM
M-5794	2023-07-19	VNM
M-5795	2023-07-17	KHM
M-5796	2023-07-19	VNM
M-5797	2023-07-25	VNM
M-5798	2023-07-19	CHN
M-5799	2023-07-25	VNM
M-5800	2023-07-18	VNM
M-5801	2023-07-17	VNM
M-5802	2023-07-18	VNM
M-5803	2023-07-19	VNM
M-5804	2023-07-15	VNM
M-5805	2023-07-19	KHM
M-5806	2023-07-18	KHM
M-5807	2023-07-25	KHM
M-5808	2023-07-25	VNM
M-5809	2023-07-21	LAO
M-5810	2023-07-25	KHM
M-5811	2023-07-21	KHM
M-5812	2023-07-18	KHM
M-5813	2023-07-19	VNM
M-5814	2023-07-17	VNM
M-5815	2023-07-23	VNM
M-5816	2023-07-25	VNM
M-5817	2023-07-24	VNM
M-5818	2023-07-24	VNM
M-5819	2023-07-15	KHM
M-5820	2023-07-19	VNM
M-5821	2023-07-23	VNM
M-5822	2023-07-24	VNM
M-5823	2023-07-18	VNM
M-5824	2023-07-23	VNM
M-5825	2023-07-25	KHM
M-5826	2023-07-19	VNM
M-5827	2023-07-15	VNM
M-5828	2023-07-20	KHM
M-5829	2023-07-19	VNM
M-5830	2023-07-15	VNM
M-5831	2023-07-18	KHM
M-5832	2023-07-25	THA
M-5833	2023-07-19	VNM
M-5834	2023-07-19	VNM
M-5835	2023-07-15	VNM
M-5836	2023-07-23	KHM
M-5837	2023-07-15	VNM
M-5838	2023-07-15	VNM
M-5839	2023-07-15	VNM
M-5840	2023-07-19	VNM
M-5841	2023-07-25	VNM
M-5842	2023-07-18	CHN
M-5843	2023-07-18	CHN
M-5844	2023-07-15	VNM
M-5845	2023-07-18	VNM
M-5846	2023-07-15	VNM
M-5847	2023-07-19	VNM
M-5848	2023-07-19	VNM
M-5849	2023-07-23	VNM
M-5850	2023-07-19	VNM
M-5851	2023-07-19	VNM
M-5852	2023-07-18	VNM
M-5853	2023-07-17	VNM
M-5854	2023-07-18	VNM
M-5855	2023-07-19	VNM
M-5856	2023-07-19	KHM
M-5857	2023-07-18	KHM
M-5858	2023-07-19	VNM
M-5859	2023-07-18	VNM
M-5860	2023-07-25	VNM
M-5861	2023-07-19	VNM
M-5862	2023-07-18	VNM
M-5863	2023-07-17	VNM
M-5864	2023-07-25	KHM
M-5865	2023-07-25	KHM
M-5866	2023-07-17	VNM
M-5867	2023-07-25	LAO
M-5868	2023-07-25	CHN
M-5869	2023-07-15	VNM
M-5870	2023-07-15	KHM
M-5871	2023-07-15	KHM
M-5872	2023-07-15	VNM
M-5873	2023-07-18	VNM
M-5874	2023-07-19	CHN
M-5875	2023-07-19	CHN
M-5876	2023-07-15	CHN
M-5877	2023-07-25	KHM
M-5878	2023-07-18	KHM
M-5879	2023-07-25	VNM
M-5880	2023-07-17	KHM
M-5881	2023-07-19	KHM
M-5882	2023-07-19	CHN
M-5883	2023-07-17	CHN
M-5884	2023-07-19	VNM
M-5885	2023-07-21	KHM
M-5886	2023-07-19	KHM
M-5887	2023-07-25	VNM
M-5888	2023-07-23	VNM
M-5889	2023-07-15	KHM
M-5890	2023-07-23	VNM
M-5891	2023-07-19	KHM
M-5892	2023-07-19	KHM
M-5893	2023-07-25	VNM
M-5894	2023-07-19	VNM
M-5895	2023-07-19	VNM
M-5896	2023-07-19	KHM
M-5897	2023-07-25	KHM
M-5898	2023-07-17	VNM
M-5899	2023-07-20	THA
M-5900	2023-07-17	THA
M-5901	2023-07-15	VNM
M-5902	2023-07-17	KHM
M-5903	2023-07-24	KHM
M-5904	2023-07-17	THA
M-5905	2023-07-25	KHM
M-5906	2023-07-18	KHM
M-5907	2023-07-23	VNM
M-5908	2023-07-19	VNM
M-5909	2023-07-25	LAO
M-5910	2023-07-18	VNM
M-5911	2023-07-25	VNM
M-5912	2023-07-18	VNM
M-5913	2023-07-19	KHM
M-5914	2023-07-17	VNM
M-5915	2023-07-19	VNM
M-5916	2023-07-15	CHN
M-5917	2023-07-18	VNM
M-5918	2023-07-18	VNM
M-5919	2023-07-23	VNM
M-5920	2023-07-18	VNM
M-5921	2023-07-17	VNM
M-5922	2023-07-19	VNM
M-5923	2023-07-23	VNM
M-5924	2023-07-25	VNM
M-5925	2023-07-25	VNM
M-5926	2023-07-24	VNM
M-5927	2023-07-18	VNM
M-5928	2023-07-17	VNM
M-5929	2023-07-18	THA
M-5930	2023-07-19	KHM
M-5931	2023-07-21	KHM
M-5932	2023-07-15	VNM
M-5933	2023-07-17	VNM
M-5934	2023-07-19	VNM
M-5935	2023-07-25	VNM
M-5936	2023-07-15	VNM
M-5937	2023-07-19	VNM
M-5938	2023-07-18	VNM
M-5939	2023-07-25	VNM
M-5940	2023-07-15	VNM
M-5941	2023-07-15	KHM
M-5942	2023-07-18	KHM
M-5943	2023-07-18	VNM
M-5944	2023-07-25	VNM
M-5945	2023-07-21	LAO
M-5946	2023-07-15	LAO
M-5947	2023-07-25	VNM
M-5948	2023-07-20	VNM
M-5949	2023-07-25	KHM
M-5950	2023-07-25	VNM
M-5951	2023-07-20	CHN
M-5952	2023-07-18	VNM
M-5953	2023-07-25	VNM
M-5954	2023-07-23	VNM
M-5955	2023-07-17	VNM
M-5956	2023-07-21	VNM
M-5957	2023-07-23	VNM
M-5958	2023-07-18	VNM
M-5959	2023-07-21	VNM
M-5960	2023-07-20	VNM
M-5961	2023-07-15	KHM
M-5962	2023-07-19	KHM
M-5963	2023-07-19	KHM
M-5964	2023-07-25	VNM
M-5965	2023-07-19	VNM
M-5966	2023-07-15	KHM
M-5967	2023-07-19	KHM
M-5968	2023-07-20	KHM
M-5969	2023-07-24	KHM
M-5970	2023-07-25	KHM
M-5971	2023-07-18	KHM
M-5972	2023-07-20	KHM
M-5973	2023-07-19	VNM
M-5974	2023-07-25	VNM
M-5975	2023-07-17	VNM
M-5976	2023-07-19	KHM
M-5977	2023-07-17	KHM
M-5978	2023-07-19	KHM
M-5979	2023-07-15	VNM
M-5980	2023-07-15	KHM
M-5981	2023-07-21	KHM
M-5982	2023-07-25	VNM
M-5983	2023-07-25	VNM
M-5984	2023-07-17	KHM
M-5985	2023-07-21	KHM
M-5986	2023-07-18	VNM
M-5987	2023-07-24	VNM
M-5988	2023-07-20	VNM
M-5989	2023-07-24	VNM
M-5990	2023-07-25	VNM
M-5991	2023-07-19	VNM
M-5992	2023-07-18	KHM
M-5993	2023-07-17	KHM
M-5994	2023-07-18	KHM
M-5995	2023-07-24	KHM
M-5996	2023-07-19	KHM
M-5997	2023-07-23	KHM
M-5998	2023-07-15	VNM
M-5999	2023-07-15	VNM
M-6000	2023-07-17	VNM
M-6001	2023-07-19	LAO
M-6002	2023-07-18	LAO
M-6003	2023-07-25	VNM
M-6004	2023-07-15	VNM
M-6005	2023-07-19	KHM
M-6006	2023-07-25	KHM
M-6007	2023-07-17	VNM
M-6008	2023-07-25	VNM
M-6009	2023-07-15	VNM
M-6010	2023-07-20	VNM
M-6011	2023-07-17	VNM
M-6012	2023-07-25	CHN
M-6013	2023-07-18	CHN
M-6014	2023-07-19	VNM
M-6015	2023-07-15	VNM
M-6016	2023-07-19	VNM
M-6017	2023-07-15	VNM
M-6018	2023-07-15	VNM
M-6019	2023-07-25	VNM
M-6020	2023-07-23	CHN
M-6021	2023-07-18	KHM
M-6022	2023-07-17	VNM
M-6023	2023-07-20	VNM
M-6024	2023-07-25	THA
M-6025	2023-07-20	THA
M-6026	2023-07-19	VNM
M-6027	2023-07-25	VNM
M-6028	2023-07-25	VNM
M-6029	2023-07-15	VNM
M-6030	2023-07-20	VNM
M-6031	2023-07-23	VNM
H-1858	2023-07-25	VNM
H-1859	2023-07-25	VNM
H-1860	2023-07-25	KHM
H-1861	2023-07-25	VNM
H-1862	2023-07-25	VNM
H-1863	2023-07-25	VNM
H-1864	2023-07-25	THA
H-1865	2023-07-25	VNM
H-1866	2023-07-25	VNM
H-1867	2023-07-25	CHN
H-1868	2023-07-25	VNM
H-1869	2023-07-25	VNM
H-1870	2023-07-25	VNM
H-1871	2023-07-25	VNM
H-1872	2023-07-25	KHM
H-1873	2023-07-25	VNM
H-1874	2023-07-25	VNM
H-1875	2023-07-25	VNM
H-1876	2023-07-25	KHM
H-1877	2023-07-25	VNM
H-1878	2023-07-25	KHM
H-1879	2023-07-25	VNM
H-1880	2023-07-25	LAO
H-1881	2023-07-25	VNM
H-1882	2023-07-25	KHM
H-1883	2023-07-25	KHM
H-1884	2023-07-25	KHM
H-1885	2023-07-25	CHN
H-1886	2023-07-25	VNM
H-1887	2023-07-25	VNM
H-1888	2023-07-25	THA
H-1889	2023-07-25	KHM
H-1890	2023-07-25	VNM
H-1891	2023-07-25	VNM
H-1892	2023-07-25	VNM
H-1893	2023-07-25	VNM
H-1894	2023-07-25	CHN
H-1895	2023-07-25	VNM
H-1896	2023-07-25	VNM
H-1897	2023-07-25	THA
H-1898	2023-07-25	KHM
H-1899	2023-07-25	LAO
H-1900	2023-07-25	LAO
H-1901	2023-07-25	VNM
H-1902	2023-07-25	VNM
H-1903	2023-07-25	KHM
H-1904	2023-07-25	VNM
H-1905	2023-07-25	VNM
H-1906	2023-07-25	KHM
H-1907	2023-07-25	KHM
H-1908	2023-07-25	VNM
H-1909	2023-07-25	THA
H-1910	2023-07-25	KHM
H-1911	2023-07-25	CHN
H-1912	2023-07-25	VNM
H-1913	2023-07-25	VNM
H-1914	2023-07-25	VNM
H-1915	2023-07-25	KHM
H-1916	2023-07-25	KHM
H-1917	2023-07-25	KHM
H-1918	2023-07-25	VNM
H-1919	2023-07-25	VNM
H-1920	2023-07-25	VNM
H-1921	2023-07-25	KHM
H-1922	2023-07-25	KHM
H-1923	2023-07-25	VNM
H-1924	2023-07-25	KHM
H-1925	2023-07-25	VNM
H-1926	2023-07-25	VNM
H-1927	2023-07-25	KHM
H-1928	2023-07-25	VNM
H-1929	2023-07-25	VNM
H-1930	2023-07-25	VNM
H-1931	2023-07-25	KHM
H-1932	2023-07-25	VNM
H-1933	2023-07-25	KHM
H-1934	2023-07-25	KHM
H-1935	2023-07-25	VNM
H-1936	2023-07-25	CHN
H-1937	2023-07-25	KHM
H-1938	2023-07-25	VNM
H-1939	2023-07-25	VNM
H-1940	2023-07-25	KHM
H-1941	2023-07-25	VNM
H-1942	2023-07-25	VNM
H-1943	2023-07-25	VNM
H-1944	2023-07-25	VNM
H-1945	2023-07-25	KHM
H-1946	2023-07-25	VNM
H-1947	2023-07-25	VNM
H-1948	2023-07-25	KHM
H-1949	2023-07-25	THA
H-1950	2023-07-25	KHM
H-1951	2023-07-25	VNM
H-1952	2023-07-25	KHM
H-1953	2023-07-25	THA
H-1954	2023-07-25	KHM
H-1955	2023-07-25	VNM
H-1956	2023-07-25	KHM
H-1957	2023-07-25	VNM
H-1958	2023-07-25	KHM
H-1959	2023-07-25	VNM
H-1960	2023-07-25	KHM
H-1961	2023-07-25	VNM
H-1962	2023-07-25	VNM
H-1963	2023-07-25	CHN
